foi_name	foi_obs	n_fois	bg_obs	n_bgs	odds_ratio	p_val	test_type		
Systolic_blood_pressure	1	35	27	14182	15.97	6.46e-02	Fisher-Exact		
Tanning	0	15	27	14182	0.00	1.00e+00	Fisher-Exact		
Telomere_length	0	22	27	14182	0.00	1.00e+00	Fisher-Exact		
Temperament	0	16	27	14182	0.00	1.00e+00	Fisher-Exact		
Testicular_germ_cell_tumor	0	21	27	14182	0.00	1.00e+00	Fisher-Exact		
Thiazide-induced_adverse_metabolic_effects_in_hypertensive_patients	0	59	27	14182	0.00	1.00e+00	Fisher-Exact		
Thyroid_hormone_levels	0	26	27	14182	0.00	1.00e+00	Fisher-Exact		
Total_ventricular_volume	0	19	27	14182	0.00	1.00e+00	Fisher-Exact		
Triglycerides	0	89	27	14182	0.00	1.00e+00	Fisher-Exact		
Tuberculosis	0	15	27	14182	0.00	1.00e+00	Fisher-Exact		
Type_1_diabetes	1	95	27	14182	5.75	1.66e-01	Fisher-Exact		
Type_1_diabetes_autoantibodies	1	22	27	14182	25.89	4.11e-02	Fisher-Exact		
Type_2_diabetes	0	148	27	14182	0.00	1.00e+00	Fisher-Exact		
Ulcerative_colitis	1	179	27	14182	3.02	2.91e-01	Fisher-Exact		
Urate_levels	1	73	27	14182	7.52	1.30e-01	Fisher-Exact		
Uric_acid_levels	0	34	27	14182	0.00	1.00e+00	Fisher-Exact		
Venous_thromboembolism	0	16	27	14182	0.00	1.00e+00	Fisher-Exact		
Ventricular_conduction	0	25	27	14182	0.00	1.00e+00	Fisher-Exact		
Visceral_adipose_tissue_adjusted_for_BMI	0	48	27	14182	0.00	1.00e+00	Fisher-Exact		
Visceral_adipose_tissue-subcutaneous_adipose_tissue_ratio	1	40	27	14182	13.92	7.35e-02	Fisher-Exact		
Visceral_fat	0	45	27	14182	0.00	1.00e+00	Fisher-Exact		
Vitiligo	0	68	27	14182	0.00	1.00e+00	Fisher-Exact		
Waist_circumference	0	17	27	14182	0.00	1.00e+00	Fisher-Exact		
Waist-hip_ratio	0	26	27	14182	0.00	1.00e+00	Fisher-Exact		
Weight	0	39	27	14182	0.00	1.00e+00	Fisher-Exact		
White_blood_cell_count	0	37	27	14182	0.00	1.00e+00	Fisher-Exact		
White_blood_cell_types	0	32	27	14182	0.00	1.00e+00	Fisher-Exact		
Word_reading	0	15	27	14182	0.00	1.00e+00	Fisher-Exact		
###MBD4	No Description###
Activated_partial_thromboplastin_time	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Acute_lymphoblastic_leukemia_childhood	0	37	41	14182	0.00	1.00e+00	Fisher-Exact		
Adiponectin_levels	0	44	41	14182	0.00	1.00e+00	Fisher-Exact		
Age-related_macular_degeneration	0	124	41	14182	0.00	1.00e+00	Fisher-Exact		
Age-related_macular_degeneration_CNV	0	18	41	14182	0.00	1.00e+00	Fisher-Exact		
Age-related_macular_degeneration_GA	0	21	41	14182	0.00	1.00e+00	Fisher-Exact		
AIDS_progression	0	25	41	14182	0.00	1.00e+00	Fisher-Exact		
Airflow_obstruction	0	30	41	14182	0.00	1.00e+00	Fisher-Exact		
Alcohol_consumption	0	21	41	14182	0.00	1.00e+00	Fisher-Exact		
Alcohol_dependence	0	22	41	14182	0.00	1.00e+00	Fisher-Exact		
Allergic_sensitization	0	22	41	14182	0.00	1.00e+00	Fisher-Exact		
Alzheimers_disease	0	67	41	14182	0.00	1.00e+00	Fisher-Exact		
Alzheimers_disease_biomarkers	0	21	41	14182	0.00	1.00e+00	Fisher-Exact		
Alzheimers_disease_cognitive_decline	0	44	41	14182	0.00	1.00e+00	Fisher-Exact		
Alzheimers_disease_late_onset	0	35	41	14182	0.00	1.00e+00	Fisher-Exact		
Amyotrophic_lateral_sclerosis	0	54	41	14182	0.00	1.00e+00	Fisher-Exact		
Ankylosing_spondylitis	0	33	41	14182	0.00	1.00e+00	Fisher-Exact		
Anorexia_nervosa	0	24	41	14182	0.00	1.00e+00	Fisher-Exact		
Antineutrophil_cytoplasmic_antibody-associated_vasculitis	0	26	41	14182	0.00	1.00e+00	Fisher-Exact		
Asthma	0	128	41	14182	0.00	1.00e+00	Fisher-Exact		
Atopic_dermatitis	0	51	41	14182	0.00	1.00e+00	Fisher-Exact		
Atrial_fibrillation	0	20	41	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder	0	75	41	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_and_conduct_disorder	0	26	41	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_combined_symptoms	0	21	41	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_hyperactivity-impulsivity_symptoms	0	25	41	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_inattention_symptoms	0	22	41	14182	0.00	1.00e+00	Fisher-Exact		
Autism_spectrum_disorder_attention_deficit-hyperactivity_disorder_bipolar_disorder_major_depressive_disorder_and_schizophrenia_combined	0	106	41	14182	0.00	1.00e+00	Fisher-Exact		
Behcets_disease	0	30	41	14182	0.00	1.00e+00	Fisher-Exact		
Beta-2_microglubulin_plasma_levels	0	38	41	14182	0.00	1.00e+00	Fisher-Exact		
Bilirubin_levels	1	45	41	14182	8.01	1.22e-01	Fisher-Exact		
Biochemical_measures	0	16	41	14182	0.00	1.00e+00	Fisher-Exact		
Bipolar_disorder	0	125	41	14182	0.00	1.00e+00	Fisher-Exact		
Bipolar_disorder_and_schizophrenia	0	133	41	14182	0.00	1.00e+00	Fisher-Exact		
Bipolar_disorder_mood-incongruent	0	16	41	14182	0.00	1.00e+00	Fisher-Exact		
Blood_pressure	0	57	41	14182	0.00	1.00e+00	Fisher-Exact		
Body_mass_index	0	124	41	14182	0.00	1.00e+00	Fisher-Exact		
Bone_mineral_density	1	98	41	14182	3.62	2.48e-01	Fisher-Exact		
Bone_mineral_density_hip	1	26	41	14182	14.12	7.26e-02	Fisher-Exact		
Bone_mineral_density_spine	0	33	41	14182	0.00	1.00e+00	Fisher-Exact		
Brain_structure	0	21	41	14182	0.00	1.00e+00	Fisher-Exact		
Breast_cancer	0	140	41	14182	0.00	1.00e+00	Fisher-Exact		
Breast_size	0	31	41	14182	0.00	1.00e+00	Fisher-Exact		
Bulimia_nervosa	0	23	41	14182	0.00	1.00e+00	Fisher-Exact		
Capecitabine_sensitivity	0	24	41	14182	0.00	1.00e+00	Fisher-Exact		
Cardiac_hypertrophy	0	26	41	14182	0.00	1.00e+00	Fisher-Exact		
Cardiac_Troponin-T_levels	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Cardiovascular_disease_risk_factors	1	34	41	14182	10.69	9.39e-02	Fisher-Exact		
Celiac_disease	0	49	41	14182	0.00	1.00e+00	Fisher-Exact		
Celiac_disease_and_Rheumatoid_arthritis	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Cervical_cancer	0	34	41	14182	0.00	1.00e+00	Fisher-Exact		
Cholesterol_total	1	71	41	14182	5.03	1.86e-01	Fisher-Exact		
Chronic_hepatitis_B_infection	0	45	41	14182	0.00	1.00e+00	Fisher-Exact		
Chronic_kidney_disease	0	29	41	14182	0.00	1.00e+00	Fisher-Exact		
Chronic_lymphocytic_leukemia	0	57	41	14182	0.00	1.00e+00	Fisher-Exact		
Chronic_obstructive_pulmonary_disease	0	20	41	14182	0.00	1.00e+00	Fisher-Exact		
Chronic_obstructive_pulmonary_disease-related_biomarkers	1	55	41	14182	6.52	1.47e-01	Fisher-Exact		
Cognitive_performance	0	124	41	14182	0.00	1.00e+00	Fisher-Exact		
Colorectal_cancer	1	47	41	14182	7.66	1.27e-01	Fisher-Exact		
Common_traits_Other	1	22	41	14182	16.81	6.18e-02	Fisher-Exact		
Complement_C3_and_C4_levels	0	58	41	14182	0.00	1.00e+00	Fisher-Exact		
Conduct_disorder_interaction	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Corneal_astigmatism	0	30	41	14182	0.00	1.00e+00	Fisher-Exact		
Corneal_structure	0	31	41	14182	0.00	1.00e+00	Fisher-Exact		
Coronary_heart_disease	1	157	41	14182	2.24	3.67e-01	Fisher-Exact		
C-reactive_protein	0	46	41	14182	0.00	1.00e+00	Fisher-Exact		
Crohns_disease	0	232	41	14182	0.00	1.00e+00	Fisher-Exact		
D-dimer_levels	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Dental_caries	0	65	41	14182	0.00	1.00e+00	Fisher-Exact		
Diabetic_retinopathy	0	28	41	14182	0.00	1.00e+00	Fisher-Exact		
Dialysis-related_mortality	0	26	41	14182	0.00	1.00e+00	Fisher-Exact		
Diastolic_blood_pressure	0	36	41	14182	0.00	1.00e+00	Fisher-Exact		
Disc_degeneration_lumbar	0	112	41	14182	0.00	1.00e+00	Fisher-Exact		
DNA_methylation_variation	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
Eating_disorders	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Economic_and_political_preferences	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Economic_and_political_preferences_environmentalism	0	21	41	14182	0.00	1.00e+00	Fisher-Exact		
Economic_and_political_preferences_immigration-crime	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Electrocardiographic_traits	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
Endometriosis	1	27	41	14182	13.57	7.53e-02	Fisher-Exact		
End-stage_coagulation	0	23	41	14182	0.00	1.00e+00	Fisher-Exact		
Erectile_dysfunction_and_prostate_cancer_treatment	0	23	41	14182	0.00	1.00e+00	Fisher-Exact		
Estradiol_plasma_levels_breast_cancer	0	18	41	14182	0.00	1.00e+00	Fisher-Exact		
Fasting_glucose-related_traits	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Fasting_glucose-related_traits_interaction_with_BMI	0	31	41	14182	0.00	1.00e+00	Fisher-Exact		
Fasting_insulin-related_traits_interaction_with_BMI	0	20	41	14182	0.00	1.00e+00	Fisher-Exact		
F-cell_distribution	0	30	41	14182	0.00	1.00e+00	Fisher-Exact		
Follicular_lymphoma	0	22	41	14182	0.00	1.00e+00	Fisher-Exact		
Glycated_hemoglobin_levels	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Graves_disease	0	79	41	14182	0.00	1.00e+00	Fisher-Exact		
Hair_morphology	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
HDL_cholesterol	1	106	41	14182	3.34	2.65e-01	Fisher-Exact		
Heart_failure	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Heart_rate	0	37	41	14182	0.00	1.00e+00	Fisher-Exact		
Height	0	514	41	14182	0.00	4.05e-01	Fisher-Exact		
Hematological_and_biochemical_traits	1	27	41	14182	13.57	7.53e-02	Fisher-Exact		
Hematological_parameters	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
Hematology_traits	0	30	41	14182	0.00	1.00e+00	Fisher-Exact		
Hemostatic_factors_and_hematological_phenotypes	0	29	41	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_B	0	32	41	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_B_vaccine_response	0	20	41	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_B_viral_clearance	0	16	41	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_C_induced_liver_cirrhosis	0	38	41	14182	0.00	1.00e+00	Fisher-Exact		
Hepatocellular_carcinoma	0	29	41	14182	0.00	1.00e+00	Fisher-Exact		
Hip_geometry	0	16	41	14182	0.00	1.00e+00	Fisher-Exact		
Hippocampal_atrophy	0	31	41	14182	0.00	1.00e+00	Fisher-Exact		
HIV-1_control	0	138	41	14182	0.00	1.00e+00	Fisher-Exact		
HIV-1_susceptibility	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Hodgkins_lymphoma	0	29	41	14182	0.00	1.00e+00	Fisher-Exact		
Hypertension	0	47	41	14182	0.00	1.00e+00	Fisher-Exact		
Hypothyroidism	0	33	41	14182	0.00	1.00e+00	Fisher-Exact		
IgA_nephropathy	0	26	41	14182	0.00	1.00e+00	Fisher-Exact		
IgE_grass_sensitization	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
IgE_levels	0	41	41	14182	0.00	1.00e+00	Fisher-Exact		
IgG_glycosylation	1	473	41	14182	0.72	1.00e+00	Fisher-Exact		
Immune_reponse_to_smallpox_secreted_IFN-alpha	0	39	41	14182	0.00	1.00e+00	Fisher-Exact		
Immune_reponse_to_smallpox_secreted_IL-2	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Immune_response_to_smallpox_vaccine_IL-6	0	46	41	14182	0.00	1.00e+00	Fisher-Exact		
Immunoglobulin_A	0	23	41	14182	0.00	1.00e+00	Fisher-Exact		
Inattentive_symptoms	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Inflammatory_biomarkers	0	26	41	14182	0.00	1.00e+00	Fisher-Exact		
Inflammatory_bowel_disease	0	128	41	14182	0.00	1.00e+00	Fisher-Exact		
Information_processing_speed	0	25	41	14182	0.00	1.00e+00	Fisher-Exact		
Intelligence	0	55	41	14182	0.00	1.00e+00	Fisher-Exact		
Interstitial_lung_disease	0	24	41	14182	0.00	1.00e+00	Fisher-Exact		
Iron_status_biomarkers	0	30	41	14182	0.00	1.00e+00	Fisher-Exact		
Kawasaki_disease	0	25	41	14182	0.00	1.00e+00	Fisher-Exact		
LDL_cholesterol	1	93	41	14182	3.82	2.37e-01	Fisher-Exact		
Lipid_metabolism_phenotypes	2	47	41	14182	16.06	8.12e-03	Fisher-Exact		
Lipoprotein-associated_phospholipase_A2_activity_and_mass	2	19	41	14182	42.61	1.35e-03	Fisher-Exact		
Liver_enzyme_levels_gamma-glutamyl_transferase	1	26	41	14182	14.12	7.26e-02	Fisher-Exact		
Longevity	0	43	41	14182	0.00	1.00e+00	Fisher-Exact		
Lung_adenocarcinoma	1	29	41	14182	12.60	8.06e-02	Fisher-Exact		
Lung_cancer	1	43	41	14182	8.39	1.17e-01	Fisher-Exact		
Lymphoma	0	47	41	14182	0.00	1.00e+00	Fisher-Exact		
Major_depressive_disorder	0	75	41	14182	0.00	1.00e+00	Fisher-Exact		
Mean_corpuscular_hemoglobin	0	30	41	14182	0.00	1.00e+00	Fisher-Exact		
Mean_corpuscular_volume	0	38	41	14182	0.00	1.00e+00	Fisher-Exact		
Mean_platelet_volume	1	51	41	14182	7.05	1.37e-01	Fisher-Exact		
Melanoma	1	18	41	14182	20.77	5.08e-02	Fisher-Exact		
Menarche_age_at_onset	0	65	41	14182	0.00	1.00e+00	Fisher-Exact		
Menopause_age_at_onset	0	46	41	14182	0.00	1.00e+00	Fisher-Exact		
Metabolic_syndrome	0	51	41	14182	0.00	1.00e+00	Fisher-Exact		
Metabolic_syndrome_bivariate_traits	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Metabolic_traits	0	48	41	14182	0.00	1.00e+00	Fisher-Exact		
Metabolite_levels	1	98	41	14182	3.62	2.48e-01	Fisher-Exact		
Metabolite_levels_HVA-MHPG_ratio	0	25	41	14182	0.00	1.00e+00	Fisher-Exact		
Metabolite_levels_MHPG	0	20	41	14182	0.00	1.00e+00	Fisher-Exact		
Methotrexate_phramacokinetics_acute_lymphoblastic_leukemia	0	21	41	14182	0.00	1.00e+00	Fisher-Exact		
Migraine	1	70	41	14182	5.10	1.84e-01	Fisher-Exact		
Migraine_clinic-based	0	37	41	14182	0.00	1.00e+00	Fisher-Exact		
Migraine_with_aura	0	23	41	14182	0.00	1.00e+00	Fisher-Exact		
Migraine_without_aura	1	43	41	14182	8.39	1.17e-01	Fisher-Exact		
Multiple_myeloma_IgH_translocation	0	22	41	14182	0.00	1.00e+00	Fisher-Exact		
Multiple_sclerosis	1	211	41	14182	1.66	4.60e-01	Fisher-Exact		
Multiple_sclerosis_OCB_status	0	42	41	14182	0.00	1.00e+00	Fisher-Exact		
Myopia_pathological	1	77	41	14182	4.63	2.00e-01	Fisher-Exact		
Nasopharyngeal_carcinoma	0	47	41	14182	0.00	1.00e+00	Fisher-Exact		
Nephropathy	0	30	41	14182	0.00	1.00e+00	Fisher-Exact		
Neutrophil_count	0	22	41	14182	0.00	1.00e+00	Fisher-Exact		
Nodular_sclerosis_Hodgkin_lymphoma	0	36	41	14182	0.00	1.00e+00	Fisher-Exact		
Non-alcoholic_fatty_liver_disease_histology_other	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
Non-small_cell_lung_cancer	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
O2V5HT~F	0	16	41	14182	0.00	1.00e+00	Fisher-Exact		
Obesity	0	77	41	14182	0.00	1.00e+00	Fisher-Exact		
Obesity_early_onset_extreme	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
Obesity_extreme	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
Obesity-related_traits	5	847	41	14182	2.19	9.55e-02	Fisher-Exact		
Orofacial_clefts	0	45	41	14182	0.00	1.00e+00	Fisher-Exact		
Pancreatic_cancer	0	39	41	14182	0.00	1.00e+00	Fisher-Exact		
Panic_disorder	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Parkinsons_disease	1	87	41	14182	4.09	2.23e-01	Fisher-Exact		
Periodontal_microbiota	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Personality_dimensions	0	20	41	14182	0.00	1.00e+00	Fisher-Exact		
Phospholipid_levels_plasma	0	71	41	14182	0.00	1.00e+00	Fisher-Exact		
Platelet_aggregation	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
Platelet_counts	0	85	41	14182	0.00	1.00e+00	Fisher-Exact		
PLF201~O	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Post-traumatic_stress_disorder_asjusted_for_relatedness	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Preeclampsia	0	24	41	14182	0.00	1.00e+00	Fisher-Exact		
Primary_biliary_cirrhosis	0	68	41	14182	0.00	1.00e+00	Fisher-Exact		
Primary_tooth_development_number_of_teeth	0	20	41	14182	0.00	1.00e+00	Fisher-Exact		
Primary_tooth_development_time_to_first_tooth_eruption	1	19	41	14182	19.62	5.36e-02	Fisher-Exact		
PR_interval	0	26	41	14182	0.00	1.00e+00	Fisher-Exact		
Prostate_cancer	1	114	41	14182	3.10	2.82e-01	Fisher-Exact		
Prostate_cancer_gene_x_gene_interaction	0	56	41	14182	0.00	1.00e+00	Fisher-Exact		
Protein_quantitative_trait_loci	0	54	41	14182	0.00	1.00e+00	Fisher-Exact		
Psoriasis	0	63	41	14182	0.00	1.00e+00	Fisher-Exact		
Pubertal_anthropometrics	0	34	41	14182	0.00	1.00e+00	Fisher-Exact		
Pulmonary_function	0	85	41	14182	0.00	1.00e+00	Fisher-Exact		
Pulmonary_function_decline	0	39	41	14182	0.00	1.00e+00	Fisher-Exact		
Pulmonary_function_interaction	0	74	41	14182	0.00	1.00e+00	Fisher-Exact		
QT_interval	0	76	41	14182	0.00	1.00e+00	Fisher-Exact		
QT_interval_interaction	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Quantitative_traits	0	28	41	14182	0.00	1.00e+00	Fisher-Exact		
Red_blood_cell_traits	0	60	41	14182	0.00	1.00e+00	Fisher-Exact		
Refractive_error	0	29	41	14182	0.00	1.00e+00	Fisher-Exact		
Renal_function-related_traits_BUN	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Renal_function-related_traits_eGRFcrea	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_amphetamines	0	91	41	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_angiotensin_II_receptor_blocker_therapy	1	25	41	14182	14.71	6.99e-02	Fisher-Exact		
Response_to_antidepressant_treatment	0	22	41	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_antipsychotic_therapy_extrapyramidal_side_effects	0	18	41	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_antipsychotic_treatment	0	61	41	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_citalopram_treatment	0	18	41	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_hepatitis_C_treatment	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_statin_therapy	0	39	41	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_taxane_treatment_docetaxel	0	16	41	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_tocilizumab_in_rheumatoid_arthritis	0	28	41	14182	0.00	1.00e+00	Fisher-Exact		
Retinopathy_in_non-diabetics	0	16	41	14182	0.00	1.00e+00	Fisher-Exact		
Rheumatoid_arthritis	0	153	41	14182	0.00	1.00e+00	Fisher-Exact		
RR_interval_heart_rate	0	25	41	14182	0.00	1.00e+00	Fisher-Exact		
Schizophrenia	0	154	41	14182	0.00	1.00e+00	Fisher-Exact		
Select_biomarker_traits	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
Self-reported_allergy	0	45	41	14182	0.00	1.00e+00	Fisher-Exact		
Sex_hormone-binding_globulin_levels	0	25	41	14182	0.00	1.00e+00	Fisher-Exact		
Smoking_behavior	0	41	41	14182	0.00	1.00e+00	Fisher-Exact		
Stevens-Johnson_syndrome_and_toxic_epidermal_necrolysis_SJS-TEN	0	33	41	14182	0.00	1.00e+00	Fisher-Exact		
Subcutaneous_adipose_tissue	0	37	41	14182	0.00	1.00e+00	Fisher-Exact		
Sudden_cardiac_arrest	0	50	41	14182	0.00	1.00e+00	Fisher-Exact		
Systemic_lupus_erythematosus	0	141	41	14182	0.00	1.00e+00	Fisher-Exact		
Systemic_lupus_erythematosus_and_Systemic_sclerosis	1	20	41	14182	18.58	5.63e-02	Fisher-Exact		
Systemic_sclerosis	0	65	41	14182	0.00	1.00e+00	Fisher-Exact		
Systolic_blood_pressure	0	35	41	14182	0.00	1.00e+00	Fisher-Exact		
Tanning	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Telomere_length	0	22	41	14182	0.00	1.00e+00	Fisher-Exact		
Temperament	0	16	41	14182	0.00	1.00e+00	Fisher-Exact		
Testicular_germ_cell_tumor	0	21	41	14182	0.00	1.00e+00	Fisher-Exact		
Thiazide-induced_adverse_metabolic_effects_in_hypertensive_patients	0	59	41	14182	0.00	1.00e+00	Fisher-Exact		
Thyroid_hormone_levels	0	26	41	14182	0.00	1.00e+00	Fisher-Exact		
Total_ventricular_volume	0	19	41	14182	0.00	1.00e+00	Fisher-Exact		
Triglycerides	0	89	41	14182	0.00	1.00e+00	Fisher-Exact		
Tuberculosis	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
Type_1_diabetes	0	95	41	14182	0.00	1.00e+00	Fisher-Exact		
Type_1_diabetes_autoantibodies	0	22	41	14182	0.00	1.00e+00	Fisher-Exact		
Type_2_diabetes	0	148	41	14182	0.00	1.00e+00	Fisher-Exact		
Ulcerative_colitis	0	179	41	14182	0.00	1.00e+00	Fisher-Exact		
Urate_levels	0	73	41	14182	0.00	1.00e+00	Fisher-Exact		
Uric_acid_levels	0	34	41	14182	0.00	1.00e+00	Fisher-Exact		
Venous_thromboembolism	0	16	41	14182	0.00	1.00e+00	Fisher-Exact		
Ventricular_conduction	0	25	41	14182	0.00	1.00e+00	Fisher-Exact		
Visceral_adipose_tissue_adjusted_for_BMI	1	48	41	14182	7.50	1.30e-01	Fisher-Exact		
Visceral_adipose_tissue-subcutaneous_adipose_tissue_ratio	0	40	41	14182	0.00	1.00e+00	Fisher-Exact		
Visceral_fat	0	45	41	14182	0.00	1.00e+00	Fisher-Exact		
Vitiligo	0	68	41	14182	0.00	1.00e+00	Fisher-Exact		
Waist_circumference	0	17	41	14182	0.00	1.00e+00	Fisher-Exact		
Waist-hip_ratio	0	26	41	14182	0.00	1.00e+00	Fisher-Exact		
Weight	0	39	41	14182	0.00	1.00e+00	Fisher-Exact		
White_blood_cell_count	0	37	41	14182	0.00	1.00e+00	Fisher-Exact		
White_blood_cell_types	0	32	41	14182	0.00	1.00e+00	Fisher-Exact		
Word_reading	0	15	41	14182	0.00	1.00e+00	Fisher-Exact		
###EP300	No Description###
Activated_partial_thromboplastin_time	0	17	423	14182	0.00	1.00e+00	Fisher-Exact		
Acute_lymphoblastic_leukemia_childhood	0	37	423	14182	0.00	6.29e-01	Fisher-Exact		
Adiponectin_levels	2	44	423	14182	1.55	3.79e-01	Fisher-Exact		
Age-related_macular_degeneration	2	124	423	14182	0.53	5.91e-01	Fisher-Exact		
Age-related_macular_degeneration_CNV	0	18	423	14182	0.00	1.00e+00	Fisher-Exact		
Age-related_macular_degeneration_GA	0	21	423	14182	0.00	1.00e+00	Fisher-Exact		
AIDS_progression	0	25	423	14182	0.00	1.00e+00	Fisher-Exact		
Airflow_obstruction	1	30	423	14182	1.12	5.97e-01	Fisher-Exact		
Alcohol_consumption	2	21	423	14182	3.44	1.29e-01	Fisher-Exact		
Alcohol_dependence	1	22	423	14182	1.55	4.87e-01	Fisher-Exact		
Allergic_sensitization	0	22	423	14182	0.00	1.00e+00	Fisher-Exact		
Alzheimers_disease	3	67	423	14182	1.53	4.54e-01	Fisher-Exact		
Alzheimers_disease_biomarkers	0	21	423	14182	0.00	1.00e+00	Fisher-Exact		
Alzheimers_disease_cognitive_decline	2	44	423	14182	1.55	3.79e-01	Fisher-Exact		
Alzheimers_disease_late_onset	2	35	423	14182	1.98	2.81e-01	Fisher-Exact		
Amyotrophic_lateral_sclerosis	2	54	423	14182	1.25	6.76e-01	Fisher-Exact		
Ankylosing_spondylitis	1	33	423	14182	1.02	1.00e+00	Fisher-Exact		
Anorexia_nervosa	0	24	423	14182	0.00	1.00e+00	Fisher-Exact		
Antineutrophil_cytoplasmic_antibody-associated_vasculitis	2	26	423	14182	2.72	1.81e-01	Fisher-Exact		
Asthma	2	128	423	14182	0.51	5.95e-01	Fisher-Exact		
Atopic_dermatitis	1	51	423	14182	0.65	1.00e+00	Fisher-Exact		
Atrial_fibrillation	2	20	423	14182	3.63	1.19e-01	Fisher-Exact		
Attention_deficit_hyperactivity_disorder	1	75	423	14182	0.44	7.29e-01	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_and_conduct_disorder	1	26	423	14182	1.30	5.45e-01	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_combined_symptoms	0	21	423	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_hyperactivity-impulsivity_symptoms	0	25	423	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_inattention_symptoms	0	22	423	14182	0.00	1.00e+00	Fisher-Exact		
Autism_spectrum_disorder_attention_deficit-hyperactivity_disorder_bipolar_disorder_major_depressive_disorder_and_schizophrenia_combined	1	106	423	14182	0.31	3.81e-01	Fisher-Exact		
Behcets_disease	0	30	423	14182	0.00	1.00e+00	Fisher-Exact		
Beta-2_microglubulin_plasma_levels	0	38	423	14182	0.00	6.30e-01	Fisher-Exact		
Bilirubin_levels	2	45	423	14182	1.52	3.90e-01	Fisher-Exact		
Biochemical_measures	0	16	423	14182	0.00	1.00e+00	Fisher-Exact		
Bipolar_disorder	3	125	423	14182	0.80	1.00e+00	Fisher-Exact		
Bipolar_disorder_and_schizophrenia	3	133	423	14182	0.75	8.01e-01	Fisher-Exact		
Bipolar_disorder_mood-incongruent	0	16	423	14182	0.00	1.00e+00	Fisher-Exact		
Blood_pressure	3	57	423	14182	1.81	2.41e-01	Fisher-Exact		
Body_mass_index	4	124	423	14182	1.09	7.88e-01	Fisher-Exact		
Bone_mineral_density	5	98	423	14182	1.76	2.20e-01	Fisher-Exact		
Bone_mineral_density_hip	2	26	423	14182	2.72	1.81e-01	Fisher-Exact		
Bone_mineral_density_spine	0	33	423	14182	0.00	6.26e-01	Fisher-Exact		
