alzheimers_disease	blood_pressure	bmi	bone_mineral_density	breast_cancer	celiac_disease	cholesterol	chronic_kidney_disease	colorectal_cancer	c-reactive_protein	fasting_plasma_glucose	height	hematological_parameters	hypertension	inflammatory_bowel_disease	mean_corpuscular_volume	mean_platelet_volume	menarche_age_at_onset	menopause_age_at_onset	metabolic_syndrome	metabolic_traits	metabolite_levels	multiple_sclerosis	myocardial_infarction	parkinsons_disease	phospholipid_levels_plasma	platelet_counts	primary_biliary_cirrhosis	prostate_cancer	psoriasis	pulmonary_function	qt_interval	rheumatoid_arthritis	triglycerides	type_1_diabetes	type_2_diabetes	ventricular_conduction	vitiligo
hapmapSnpsYRI	1.0	1.0	-0.0214966098554	-0.504640962335	1.0	1.0	-0.225064936197	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.716512645599	1.0	1.0	1.0	1.0	1.0	1.0	-0.00736459157059	1.0	1.0	-4.77193748438e-06	1.0	1.0	1.0	-1.0	-0.357046388518	1.0	-0.357046388518	1.0	1.0	1.0	-0.145977585524	1.0	-0.0141588274608
lincRNAsCTForeskin_R	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
ntOoaHaplo	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
targetScanS	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
nscanGene	-0.332025825773	0.270000305797	-0.0307409777295	-0.157658582923	-0.399268103927	-0.625444800681	-0.839516040964	0.826678704127	0.419352099861	-0.332025825773	-0.779274850563	-0.581899554659	-0.76637840157	0.538711009307	-0.0306833190643	-1.0	0.606847545241	-0.0306717063057	0.115700016772	0.653670880603	0.317181104091	0.377538440628	0.159422518832	0.293939861679	0.321868511401	-0.625444800681	0.549652813199	1.0	0.861169716337	0.377538440628	0.119716661574	0.769954541471	1.0	-0.513173313105	0.271356651611	0.815887351619	-1.0	0.115700016772
lincRNAsCThLF_r2	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
ensGene	-0.303248624558	0.817504399958	-0.299197210852	-0.328093919834	-0.563993650307	-0.794288215119	-0.542369595459	0.817365267352	-0.154011299748	-0.733616626014	0.764771425611	-0.697750768957	-0.339905559944	1.0	-0.0153239171783	0.726627117302	0.410462683209	-0.000777513870048	0.410462683209	0.184300082701	0.201237703735	0.761272488041	0.397141134194	0.122673145756	0.726627117302	0.111034078028	0.0300770579526	-1.0	-0.535279595254	0.356808668124	0.242536390851	-1.0	-0.733616626014	-1.0	-1.0	0.210348456381	1.0	0.410462683209
eioJcviNASPos	-1.0	0.23266829706	-1.0	-1.0	-1.0	0.192528419364	-1.0	-1.0	-1.0	-1.0	0.150508551203	-1.0	-1.0	-1.0	-1.0	-1.0	0.171758285811	0.307606004442	-1.0	-1.0	-1.0	0.139700771957	-1.0	-1.0	-1.0	-1.0	0.280313627781	-1.0	-1.0	-1.0	0.0255479145183	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
lincRNAsTranscripts	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
microsat	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
affyExonProbesetFree	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
snpArrayIlluminaHuman660W_Quad	0.0549934441423	-0.191779254831	-0.389366912196	0.245118776186	0.00965089828612	3.04690101911e-06	-0.641455465199	-0.136101658656	2.95155945636e-05	1.0	-0.268548389451	-0.932506239046	-0.227952481789	-0.110313070167	0.200848061517	-0.00397863314632	-0.00759623925041	-0.0125957084165	0.43675769077	-0.375670525698	-0.425528931218	-0.00649588397138	0.00954035320357	-0.407324875827	-0.180743550622	-0.630700053501	-0.703733459952	1.38656382522e-05	0.00155698362838	0.247822492436	-0.386100778019	1.0	1.0	-0.0174947915033	-0.832850846162	-0.3618217707	-0.649368897002	0.19245365609
vegaPseudoGene_exon	-1.0	-1.0	-1.0	0.090956467276	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.411114756347	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.122849672972	-1.0	-1.0	0.0816864810746	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
transMapAlnSplicedEst	0.508239236597	-0.820641953879	-0.589476835692	-0.629936661589	-0.560727564081	-0.320309208332	-0.334458654635	0.823262814781	-0.0999936934317	-0.341719077036	-1.0	-0.870284610132	0.754674144496	-0.341719077036	-0.0113898043989	-0.728621810585	1.0	-0.0430614290011	0.279045346408	0.166429797548	0.680759049961	0.229349739363	0.409266743931	0.135420486621	-0.294231325618	0.443364258331	0.213668600376	0.279045346408	-0.730694733831	1.0	0.164290295628	0.553057538028	-0.751087053156	0.823262814781	-0.654464179253	0.0884685562927	0.473093943007	0.591245848605
transMapAlnRefSeq	-0.356442660798	1.0	-0.82184338443	-0.0589957326157	-0.266532002351	-1.0	0.973474091106	0.516650954214	-0.420701072703	-0.356442660798	-1.0	0.948275929149	-1.0	-0.356442660798	-0.0041683375963	-0.524203161563	0.797218112394	-0.0121225325719	0.194058085181	1.0	0.553324761266	1.0	0.163963822627	0.0598559136376	-0.524203161563	-1.0	0.163963822627	0.797218112394	-0.180341188754	0.562479459331	0.0730625114004	1.0	1.0	0.829114614278	-1.0	0.109111501185	0.641792971212	0.0658804633777
lincRNAsCTBrain	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
phastConsElements100way	-0.61248560965	0.496347112578	0.373910506224	-0.711409640261	0.00912909027573	-0.241584043506	-0.0502887388279	0.290513129716	0.660349923615	-1.0	-1.0	0.868515152965	-1.0	-1.0	-0.388995989708	-0.608070888748	-0.394093107709	-1.0	0.223214778143	-1.0	-1.0	-1.0	1.0	-1.0	-0.608070888748	-0.241584043506	-1.0	-0.394093107709	0.52678966346	0.631945228898	-1.0	-1.0	0.303344916226	0.72554388841	-0.498137395951	-1.0	-0.711409640261	-0.394093107709
lincRNAsCTBrain_R	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
agilentCgh4x180k	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0998559033376	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.178697676638	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0861221747607	-1.0	0.0861221747607	-1.0	-1.0	-1.0	0.133439663792	0.133439663792	-1.0
hapmapSnpsMKK	0.0703999180163	-0.129152052879	-0.35079911213	0.0340657549741	0.202407895377	0.0535329542429	-0.0314992245353	-0.142313469998	0.128975080101	-0.469865451022	-0.754073419639	-0.829444151259	-0.0017222507037	-0.469865451022	0.000103509129454	-0.0133198366241	-0.0332013647176	-0.391030507622	-1.0	1.0	0.00548528879595	-0.319819884907	0.0239571560368	0.642653351149	-0.0133198366241	-0.784258383946	-0.653119817014	0.134832496632	0.0758195592287	1.0	-0.129152052879	0.742152847778	1.0	-0.328111454379	0.0835130534861	-0.301658399295	-0.604753732381	-0.244500680716
numtSMitochondrion	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
snpArrayIlluminaHumanCytoSNP_12	-0.224792293497	-0.0354788197739	-0.336063266277	0.757368774611	0.0576281363424	0.514717477525	-0.315424768404	1.0	0.0775118788875	0.68683001146	0.256437162641	0.238819230637	-0.699976871882	0.68683001146	0.970599951775	-0.371775877527	0.73269761035	-0.803712754429	-0.489028663688	1.0	0.190169621796	-1.0	0.190169621796	0.589041623855	-1.0	-0.750859419265	-0.28969580869	0.15665500625	0.296138086061	-0.238296526822	0.235565612595	0.446091717188	-0.224792293497	-0.401193375521	-0.401193375521	0.351455647318	-0.553751758512	-0.489028663688
snp138	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
rmsk	0.0236830512346	-1.0	0.410467446673	-0.42966287254	-0.201791447976	-0.580509323815	0.389878012296	1.0	-1.0	-1.0	-0.201791447976	-0.925180064041	0.490312532614	0.138024951149	-0.20291971159	0.703511501781	0.23746968651	0.0908843852601	-0.770426547859	-0.334181121632	1.0	0.522471765382	-0.502411074713	-0.352035796271	0.250614630349	0.054707903966	1.0	-0.376728334214	0.659183245082	-0.741039436858	0.453815583604	-1.0	-0.467817370219	-0.223260803699	-0.810713756104	0.599628039841	1.0	-0.770426547859
coriellDelDup	-0.704362232216	0.189390581433	-0.14331275222	-0.407299682963	-1.0	0.140936915656	-0.490697774648	0.131008906103	0.748171159403	-0.704362232216	0.317982099874	-0.255554162965	-0.287789844533	-0.0559630797115	0.461187387523	1.0	1.0	0.04081906143	1.0	0.594701118222	-0.346041912738	0.743259097846	-1.0	-0.806887980001	0.692729006231	0.385956774409	-0.637293273242	0.540111059364	-0.649232171878	-1.0	-0.598727455413	0.314486610776	1.0	-0.611436671195	0.440474570242	-0.407299682963	-0.0043045559832	0.540111059364
gold	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
hgdpGeo	0.20938075816	-0.384089848802	-0.374151385995	0.24577112472	0.00987907322765	3.33213680416e-06	-0.421376533658	-0.287092697503	3.17636200975e-05	1.0	-0.581433287531	0.93925373497	-0.226935955723	-0.109622957024	0.0757188090233	-0.0039242499724	-0.00743620056366	-0.0356391717328	0.437740005455	-0.375178717436	-0.0760398970599	-0.00638404599608	0.0440685637495	-0.308359155313	-0.179968957264	-0.332931600607	-0.327930157397	0.000313064834218	0.000574054627337	0.249158907531	-0.384089848802	0.249158907531	-0.754089206272	-0.0528233486393	-0.832108720931	-0.167658064511	-0.648102152855	0.193448985346
fosEndPairs	1.0	-0.380682034324	-0.0282373984535	1.0	1.0	-0.320829871181	-0.273362289606	-0.394846867084	1.0	1.0	1.0	-0.263492605323	1.0	1.0	1.0	1.0	1.0	-0.485763942504	-0.288894099482	1.0	-0.448504405862	1.0	1.0	1.0	1.0	-0.320829871181	1.0	1.0	1.0	1.0	-0.380682034324	1.0	1.0	1.0	1.0	1.0	1.0	1.0
polyaDb	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0210396039604	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
sgpGene_exon	-1.0	-1.0	-0.250223886068	-1.0	0.536009756311	1.0	-1.0	-1.0	0.562856990538	0.445420147071	-1.0	-1.0	0.477388409269	-1.0	0.769277127513	-1.0	-1.0	-1.0	0.0485329605482	-1.0	-1.0	0.145592342884	-1.0	0.641711481358	-1.0	-0.616969269103	-1.0	-1.0	-1.0	0.0264634360697	-1.0	0.507551688032	0.445420147071	-0.630438598352	0.359840773627	0.0881695761267	-1.0	0.588182656073
hapmapAllelesChimp	-0.351029546826	1.0	-0.136979812701	1.0	1.0	1.0	-0.43508111575	-0.616561106097	1.0	1.0	1.0	0.78908446335	-0.378679917011	1.0	0.50490538244	1.0	1.0	1.0	-0.478284031438	1.0	0.620949178975	-0.0115579379626	0.620949178975	0.618660353408	-0.000284896753282	1.0	-0.299785078355	-0.478284031438	1.0	-0.40518541616	1.0	-0.40518541616	1.0	1.0	-0.235668287187	-0.188315858929	1.0	-0.128185157798
gap	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
hapmapSnpsMEX	1.0	-0.218521094609	-0.341931812912	0.0341933864254	0.530948398246	0.00950638489741	-0.0297426339893	-0.0502616244531	0.0269667654332	0.469301437244	-0.345645579555	0.997131140272	-0.0101233571522	-0.304024069815	1.39911154039e-05	-0.0130008730258	-0.242671634388	-0.0126263466974	-1.0	1.0	0.000428377212657	-0.0927207219379	0.00548497758557	0.350877428283	-0.00183390887492	-0.783534725962	-0.652210324097	0.376756768354	0.0243282886436	1.0	-0.0412825444129	0.741839187557	-0.304024069815	-0.326773295179	0.0833671192822	-0.121875655039	1.0	-0.242671634388
transMapAlnUcscGenes	1.0	0.660746843051	-0.478861016756	-0.0349987016657	-0.57593889685	-0.468048700908	0.841508077905	0.520925805671	-0.416504792512	-0.347468565237	0.783708695653	-0.946460563957	-1.0	-0.75512532869	-0.0263483575335	-0.515577336789	-1.0	-0.0212144369401	0.200079070878	1.0	0.423022930586	1.0	0.228123441296	0.021931046555	-0.190604917879	-0.468048700908	0.68921858538	0.800119943569	-0.292016750757	0.565382360437	0.0245099029355	1.0	0.526066616107	-1.0	-1.0	0.16042150083	0.352126527979	0.200079070878
lincRNAsCTAdipose	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
lincRNAsCTPlacenta_R	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
wgRna	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0742574257426	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
knownGeneOld6	-0.520832291904	1.0	-0.564980667236	-0.0962611326737	1.0	-0.80684296233	-0.818071370399	0.658176273707	-0.413666201944	-0.520832291904	1.0	-0.678974943657	-0.757440347925	-0.196862347075	-0.00179039964748	-0.739996605249	0.79271520049	-0.00324882111007	0.182571067727	0.65401526259	0.105942054424	0.38735579571	0.305691820358	0.0314782203057	-0.318424186833	0.220339127617	0.105942054424	0.79271520049	-0.404293850694	0.142824105285	0.0707517775925	-1.0	-1.0	-0.512600921902	0.658176273707	0.0538280670532	1.0	0.182571067727
agilentCghSnp2x400k	0.333963326099	-1.0	0.119502487813	-1.0	0.0903044401842	-1.0	-0.249961587287	-1.0	0.00153972623267	-1.0	-1.0	-0.786980331361	-1.0	-1.0	0.725496483725	0.0459914721458	-1.0	-1.0	0.457500547249	-1.0	-1.0	0.386340961345	0.0789659872178	1.0	0.306175616105	-1.0	-1.0	0.457500547249	-0.62011309229	0.386340961345	-1.0	0.386340961345	-1.0	-1.0	-1.0	0.540054270045	-1.0	-1.0
affyExonProbesetCore	-1.0	0.328594203024	0.688939549977	-0.618536691204	0.160271980953	1.0	-0.506782418969	-1.0	-1.0	0.438055208785	-1.0	-0.641445428448	0.469743824831	-1.0	0.568963586652	-1.0	-1.0	-0.399499141025	0.201351381192	-1.0	0.171661635269	0.140412825196	-1.0	0.390984951164	-1.0	-0.617270236152	-1.0	-1.0	-1.0	0.140412825196	-1.0	-1.0	0.438055208785	-0.628240632673	0.349608864434	0.0836579457365	0.286150533247	0.201351381192
snp138Mult	-1.0	-1.0	0.00142625786742	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
fishClones	0.350625141254	-0.6594650486	-0.942144052076	-0.351189127517	-0.405956274896	0.810511574719	-0.24232677792	-0.128900755956	-1.0	-1.0	-0.405956274896	-0.883161828121	0.229176202367	0.350625141254	0.177571028961	-0.738388383083	1.0	-0.61702566253	1.0	-1.0	-0.99603601935	0.385846818263	-0.99603601935	0.708476954776	1.0	0.471449929604	-0.688956194875	8.36728546885e-05	-0.166825065057	0.385846818263	-0.376841190554	-1.0	0.350625141254	-0.830036060166	0.028223360613	-0.351189127517	0.818101474092	-0.798892315635
snp137	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
evofold	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
recombRate	1.0	1.0	1.0	1.0	-0.0160891089109	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
knownGene	-0.518382618037	1.0	-0.535334756475	-0.233284836882	-1.0	-0.805181617402	-0.776561934141	0.658371807752	-0.410567539766	-0.518382618037	-1.0	-0.782233423259	-0.756557721148	-0.193856921425	-0.00142200836023	-0.738095671626	0.793487119524	-0.0126194259198	0.183790662747	0.654439887578	0.149720290852	0.390140601867	0.305438211501	0.0317718204939	-0.314497666161	0.312974749335	0.149720290852	0.793487119524	-0.381099746317	0.14481788404	0.0721574411845	-0.774579169645	-1.0	-0.509341715812	0.658371807752	0.0540597983023	1.0	0.183790662747
numtSAssembled	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
laminB1Lads	0.255047990387	0.296636758307	0.159837496545	0.412098246385	0.514892142732	-0.386045948597	0.925731642312	0.197465756959	0.749516632167	0.706369280882	0.0161364916279	-0.0820259805114	-0.472920185065	-0.46711462086	-0.882737686845	0.0365930846346	-1.0	0.370145143668	-0.540202130205	-1.0	0.352478934362	0.164457150706	-0.236023287737	-0.088159559874	0.443732915449	0.0875907588312	-0.814190366704	-0.0284512818413	-0.64929025736	-0.313098451363	1.0	1.0	-0.46711462086	-0.798463767874	0.616294380878	-0.272097084973	0.784586932145	-1.0
snpArrayAffy5	-0.700950456485	0.794783134025	-0.512038704261	0.589045681596	1.0	-0.140156949376	-0.277214466099	-0.439738350718	-0.326536368502	-0.128357302756	-0.317360304597	0.179963913312	-1.0	-1.0	0.182552453668	-0.219674096401	0.344590871268	-0.363870347995	-0.541422418956	-1.0	0.0545541305112	0.315507446289	-0.814857934672	1.91419244762e-05	-0.219674096401	-0.387750014031	0.0241028635131	-1.0	-0.480953852203	0.315507446289	-0.0603377991033	-0.481645242747	-1.0	-0.798068689947	0.0637263681452	0.399641510041	-0.779745906563	-0.541422418956
